uuid,type,city,pubMillis,street,x,y
8e996182-0679-4736-82ca-2914ec2f6b21,JAM,Las Condes,1748554752000,Av. Américo Vespucio Norte,-70.586534,-33.404359
6d15d099-2704-4029-95d2-86261489fa52,ROAD_CLOSED,,1745934243000,Acceso Autopista Costanera Norte > Oriente,-70.607172,-33.412584
c56058e8-ea75-4b8d-a518-f78407a097e9,JAM,Las Condes,1748555006000,Av. Apoquindo,-70.601862,-33.41794
839d3de3-abd4-4d62-b424-69a4730cdd35,JAM,Las Condes,1748554842000,Av. Vitacura,-70.60415,-33.415616
dbb60800-0ea9-409c-93c6-6331b18c4f50,JAM,Las Condes,1748555922000,El Golf,-70.591953,-33.415388
94ae3227-07aa-45a6-a483-8a1baef8dd5b,JAM,Las Condes,1748554082000,Av. Costanera Andrés Bello,-70.604854,-33.413581
f98132fa-e24c-4ef6-a1c5-5556971e0eb8,JAM,Las Condes,1748555302000,Av. Presidente Riesco,-70.590716,-33.411726
2addb44f-0a3e-4400-a9a9-df405e8f9573,JAM,Las Condes,1748556849000,Alonso de Córdova / Kennedy > Oriente,-70.586455,-33.404258
5a57766a-cbda-45e9-bb08-e2e0c33b460d,ROAD_CLOSED,,1746622935000,Los Conquistadores / Túnel San Cristóbal,-70.60373,-33.408632
7b8cef95-2a60-45b0-b71d-bbba6b77d1cf,JAM,Las Condes,1748556117000,El Bosque Central,-70.599483,-33.419085
6df72988-4620-4119-a8e6-ab802d094398,JAM,Las Condes,1748554567000,Av. Costanera Andrés Bello,-70.606224,-33.415307
c38a9da0-7f98-4c63-a414-cda68d2572f4,ROAD_CLOSED,Providencia,1739474743000,Av. Vitacura > Oriente,-70.604637,-33.417704
9ddb2900-e0a6-48f4-b3e8-d84682c82fb1,POLICE,Las Condes,1748556772000,Av. Américo Vespucio Norte,-70.586918,-33.406342
f17e7e39-bbd3-4338-b084-e2eaa91e24ab,JAM,Las Condes,1748556402000,Av. Américo Vespucio Norte,-70.586858,-33.406225
27ae84c7-4b71-4655-8d53-dfb29bb13959,JAM,Las Condes,1748553675000,Av. Américo Vespucio Norte,-70.586834,-33.406177
6cc4d36c-57b5-4bdd-a0ee-4e32bb8844ea,CHIT_CHAT,Las Condes,1748555108000,Isidora Goyenechea,-70.598382,-33.414304
8e12158e-b32d-4442-a7a5-bde4b533a02f,JAM,Las Condes,1748554918000,Av. Vitacura,-70.604473,-33.416331
3df100d5-a6b9-479d-80f2-9447725d71d4,HAZARD,Las Condes,1748555794000,Luz,-70.602369,-33.413656
32c34dd4-432a-43b3-9f49-0739aedbf5c7,JAM,Vitacura,1748556812000,Av. Presidente Kennedy,-70.596594,-33.407147
540dc137-8523-41bc-984a-e5c294f42028,JAM,Providencia,1748556000000,Av. Nueva Providencia,-70.602943,-33.417667
383307bd-66a1-432b-bb57-ef7238bb6a7f,HAZARD,Las Condes,1748555563000,Benjamín,-70.600981,-33.413046
8a863dd4-8068-4aba-8e5b-71f8e5638637,HAZARD,Las Condes,1748555738000,Benjamín,-70.601243,-33.413933
9828fc7f-c6c2-4476-adc9-ab1a46eebce3,JAM,,1748555006000,Autopista Costanera Norte,-70.607071,-33.412033
de64edfe-2dee-4fa8-a164-8db2b720d197,JAM,Las Condes,1748555123000,Av. El Bosque Norte,-70.602283,-33.414243
7da91c6c-6118-4500-8b28-782175398209,JAM,Las Condes,1748554440000,Av. Costanera Andrés Bello,-70.605654,-33.414673
2cdd49ec-a46f-4cd6-9e84-dee69ff5ee12,JAM,Las Condes,1748556435000,Augusto Leguía Norte,-70.597754,-33.413651
34f4296b-2dcc-4ead-92ad-7228c9fc2fbb,JAM,Las Condes,1748556442000,Av. Vitacura,-70.6028,-33.411613
e6f45e46-3aa7-415e-b804-c9807e1e7ba8,JAM,Vitacura,1748555553000,Av. Presidente Kennedy,-70.598775,-33.407826
3add8f58-3889-40d1-9ce8-547ee018391e,ROAD_CLOSED,,1746793180000,Los Conquistadores / Túnel San Cristóbal,-70.604458,-33.408579
22e955e9-f3ec-408e-a10e-6be3cb215308,JAM,Las Condes,1748554693000,Av. Vitacura,-70.604034,-33.415289
6fb95acd-930d-4b6f-aee7-bc0e743a3079,JAM,Las Condes,1748554844000,Benjamín,-70.601167,-33.413686
cd9ffd96-a87d-4d6a-9317-85bb41129601,JAM,Providencia,1748555974000,Av. Costanera Andrés Bello,-70.607291,-33.416679
f4139b14-a7bd-4189-99d9-646a52555a4d,JAM,Las Condes,1748555967000,Av. El Bosque Norte,-70.600229,-33.416973
8238fee1-d21c-4c31-80ff-2385e44d4146,CHIT_CHAT,Las Condes,1748555973000,Isidora Goyenechea,-70.599134,-33.414212
b3807e7d-b78e-4aff-b354-324e4d651749,JAM,,1748554858000,Acceso Autopista Costanera Norte > Poniente,-70.606907,-33.410472
4715fac7-4cab-41c4-97f6-36b41e49661a,HAZARD,,1748556825000,Acceso Autopista Costanera Norte > Poniente,-70.606738,-33.41001
388c6bb4-ca36-4686-a5cf-c02daaacc924,JAM,Las Condes,1748555388000,Av. Presidente Riesco,-70.58877,-33.411183
f2c49055-a8f9-47df-8267-6a015a9630f3,JAM,Vitacura,1748556828000,Armando Jaramillo,-70.59366,-33.405211
2aed0d9b-152e-458b-8c8d-befb21d0b7be,JAM,Las Condes,1748556171000,Av. Apoquindo,-70.595414,-33.416497
81326c43-072f-442a-b146-ae8102824e43,JAM,Las Condes,1748554323000,Av. Costanera Andrés Bello,-70.605193,-33.414073
c5875c76-2691-4b08-977f-6b187fc703b4,JAM,Las Condes,1748556806000,El Golf,-70.592505,-33.41261
8ae4a457-5f03-4cb6-9e1f-e7bbb668cd3e,JAM,Las Condes,1748556877000,Alonso de Córdova / Kennedy > Oriente,-70.585923,-33.405028
74699d60-8fc5-4e11-8f52-aab4280ebc91,JAM,Las Condes,1748556191000,Badajoz,-70.572398,-33.40841
dce0704c-3333-4903-be7d-941375d325b4,JAM,Las Condes,1748556879000,Av. Manquehue Sur,-70.565866,-33.413603
1304aa11-ddf8-4507-85d0-e6d8d9c27c5a,JAM,Las Condes,1748555355000,Av. Manquehue Sur,-70.566216,-33.412219
aed24843-050f-4a20-adf9-dcc25a5f2c50,JAM,Las Condes,1748556804000,Av. Alonso de Córdova,-70.58056,-33.405264
6da8195a-33c9-41fe-9c37-2a8a89a92fe6,JAM,Las Condes,1748555157000,Av. Alonso de Córdova,-70.577676,-33.405901
0b7cfbfc-ed86-47a6-8d6e-387430c3db3f,JAM,Las Condes,1748556913000,Av. Manquehue Sur,-70.565039,-33.416278
b55cd318-6a5f-4466-82b0-e242fe627a80,JAM,Las Condes,1748555775000,Jorge VI,-70.573147,-33.413674
17371ee5-43dc-4a5f-94bc-d8d110b3eaf7,JAM,Las Condes,1748555689000,Av. Américo Vespucio Sur,-70.584269,-33.415273
d5b9cb23-3a17-403f-8863-524b26efd0c3,HAZARD,Las Condes,1748554199000,Av. Apoquindo,-70.565417,-33.408341
d8ace8f8-15d7-454a-9a3f-b15e3774a06e,JAM,Las Condes,1748556548000,Av. Manquehue Sur,-70.565606,-33.414482
5047b770-5c2b-4b37-8fb9-af75ab9c17ec,HAZARD,Las Condes,1748556762000,Av. Alonso de Córdova,-70.579878,-33.405562
1af7aeec-8e41-4d40-88cb-a2e53ebdc1a4,JAM,Las Condes,1748556216000,Av. Apoquindo,-70.568047,-33.408895
c2b6f947-5c05-4bd9-a728-b644fba032cb,JAM,Las Condes,1748555867000,Av. Américo Vespucio Sur,-70.583085,-33.418035
9f824cc3-07d6-4099-811c-90df7cd53307,JAM,Las Condes,1748556784000,Av. Alonso de Córdova,-70.572107,-33.407141
714996b0-5099-46c3-b5ef-97c15d749348,JAM,Las Condes,1748556743000,Av. Américo Vespucio Sur,-70.583862,-33.416392
c162721d-21e9-4591-a011-834f858e0bcc,JAM,Las Condes,1748556255000,La Castellana Norte,-70.577181,-33.411405
0d844f13-043f-406b-b23d-a6ee43f5788a,JAM,Las Condes,1748556351000,Av. Manquehue Sur,-70.566661,-33.410784
2a812cf7-aa93-417a-8fa6-08c7a830338e,JAM,Las Condes,1748556024000,,-70.585847,-33.414444
8a0f4de0-67f6-40b7-bbc9-6175cce899d0,JAM,Las Condes,1748556873000,Av. Manquehue Sur,-70.565477,-33.414903
d4a03715-baf1-4746-aae6-179950619c66,JAM,Las Condes,1748555782000,Av. Presidente Riesco,-70.571793,-33.403252
471f70f0-7d57-4759-86b6-3b9cb48131c8,JAM,,1748555678000,Autopista Vespucio Oriente,-70.582424,-33.419005
e2b55f51-7c37-4592-ba38-a335dec03abe,JAM,Las Condes,1748555489000,Av. Presidente Riesco,-70.570273,-33.402512
5e6e9a1d-fafc-4e9e-97a5-113d43e860d8,JAM,Las Condes,1748555512000,Av. Alonso de Córdova,-70.573963,-33.406871
284a6700-d221-41ba-9279-da29dc40c9e5,HAZARD,Las Condes,1748556323000,Domingo Bondi,-70.568058,-33.417627
2adf1af3-da05-488d-a654-95b5ba901741,JAM,Las Condes,1748555990000,Patagonia,-70.544834,-33.40883
880fa3b3-d9c7-48f1-bfb3-97879e61ea37,JAM,Las Condes,1748554934000,Av. Los Domínicos,-70.551924,-33.416894
e255e217-9264-4180-8e86-34e1e0536b11,HAZARD,Las Condes,1748386843000,Reynolds,-70.557762,-33.413339
8a2c52e6-628e-40c0-9550-15a3c2d20df9,HAZARD,Las Condes,1748556000000,Talavera de la Reina,-70.546305,-33.411197
2d4ab14b-24d7-4433-a4a6-83c66fa8e91b,HAZARD,Las Condes,1748555614000,Av. Los Domínicos,-70.545926,-33.411329
5a7c7224-bbb4-4f31-87c9-21ac90f5d507,HAZARD,Las Condes,1748554387000,Nuestra Señora del Rosario,-70.561246,-33.405471
b7a4e34e-e22a-42df-82e1-05eb1aefde68,HAZARD,Las Condes,1748529900000,Pasaje Martín Alonso Pinzón,-70.560937,-33.419269
529d0aaa-89d8-4b20-a3d5-030ab40aa565,JAM,Las Condes,1748556197000,Carlos Peña Otaegui,-70.526001,-33.413265
65210116-579a-4e45-b2fb-8b32d9e70cd8,JAM,Las Condes,1748556613000,Camino El Alba,-70.542176,-33.40581
eebf07dc-7f96-4a8d-9f08-e56317f6b4fa,JAM,Las Condes,1748555761000,General Blanche,-70.540681,-33.408759
103c41c2-8c7a-41bb-8d6f-a52b1b8278b2,JAM,Las Condes,1748556816000,Camino El Alba,-70.534916,-33.403246
cea70181-5122-4af1-bc69-7829f68f1136,POLICE,Las Condes,1748555420000,Av. Padre Hurtado Sur,-70.539638,-33.415003
187cdba2-014d-4ec2-a9fe-3a4622e165cc,HAZARD,Las Condes,1748382267000,Vital Apoquindo interior,-70.529915,-33.418201
63d6b0a7-b409-41be-8000-7b7636556654,JAM,Las Condes,1748556447000,Río Guadiana,-70.541355,-33.413393
2757bd2a-12d1-48e6-9a53-ad560402f522,POLICE,Las Condes,1748554278000,Estacionamiento Paseo Los Domínicos,-70.513874,-33.401969
1bd6c1d0-30e2-4afe-ad58-1d54da199295,POLICE,Pudahuel,1748554585000,Av. Armando Cortinez,-70.792178,-33.398249
5734191a-1384-405c-af87-c6bd6bc76c49,POLICE,Pudahuel,1748556041000,Av. Armando Cortínez Oriente,-70.792144,-33.398637
ca1c2fe1-082e-4de2-9ab4-b4057d34acca,JAM,Renca,1748556225000,Camino Lo Boza,-70.759306,-33.386964
0e569814-b326-45b2-83a6-abe06f73645c,JAM,Renca,1748555565000,Av. Américo Vespucio,-70.770162,-33.395255
f5547a71-46d8-4faf-bf6b-c43e9e5b5d3a,JAM,Renca,1748555494000,Av. Américo Vespucio,-70.76942,-33.394641
23937fc3-7007-493d-9edc-b2ec449cdcdc,JAM,Pudahuel,1748555862000,Av. Américo Vespucio,-70.76772,-33.392505
63aeec15-1b99-4c85-bab5-fcd486d5f7dc,HAZARD,Pudahuel,1748346084000,Av. Américo Vespucio,-70.759871,-33.385917
9f714662-70e0-4b2f-be12-3abececcee20,HAZARD,Renca,1748481636000,,-70.742079,-33.396109
634d239a-1296-460a-b9fd-cbba17883a4f,POLICE,Renca,1748556248000,Av. Brasil,-70.748842,-33.39846
79da66e6-44ba-4b6b-88c3-3db2649a4446,POLICE,Renca,1748556256000,Av. Brasil,-70.748447,-33.398564
785b1da3-61a1-4975-b121-c3d3506c1086,HAZARD,Renca,1748550775000,Camino Lo Boza,-70.754606,-33.389757
27ba6777-d8fb-4387-a170-cbcd96febd53,HAZARD,Renca,1748553377000,Lo Boza,-70.739023,-33.39832
9469f7e0-5160-4fd2-b9b3-342c949ecb1d,JAM,,1748554410000,Autopista Central - Eje Gral. Velásquez,-70.701127,-33.394534
5e2c4c22-e315-4937-ab11-6656fa622a27,JAM,,1748554549000,Autopista Central - Eje Gral. Velásquez,-70.696713,-33.38458
9df89827-5f7d-4500-aab2-0b2ee5c504eb,JAM,Renca,1748555863000,Av. Dorsal,-70.695995,-33.399918
2d12e4d6-0025-477e-9711-7305e10274ca,JAM,,1748555935000,Autopista Central - Eje Gral. Velásquez,-70.699796,-33.396738
1744ebbf-44c8-4f1c-9022-3aee6a2bb7da,JAM,,1748555535000,Autopista Central - Eje Gral. Velásquez,-70.700003,-33.391333
eb07f7a4-5a7d-4442-885e-e97e3041d49d,HAZARD,Renca,1748554269000,Av. Apóstol Santiago,-70.699474,-33.397736
be8af41c-ca4f-4641-80ec-388c0b0b8cd9,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.674989,-33.391009
dc8567dd-791a-4072-b02e-fc89eb05bc42,ROAD_CLOSED,Conchalí,1717680413000,Av. Independencia,-70.671918,-33.39572
59ae8c8d-1e72-4e4c-9ade-ccf72360f873,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.675194,-33.390777
2b3f9fa1-a280-475b-af0d-2dd38e08d548,HAZARD,Renca,1748437024000,Puerto Montt,-70.6922,-33.394091
6ba18b90-8cdb-4f01-ad14-db2547d5312b,HAZARD,Conchalí,1748467483000,Vecinal,-70.675682,-33.385365
3c3c66fd-e9f8-4c54-8cb3-da8157f49334,ROAD_CLOSED,Conchalí,1717680415000,Av. Independencia,-70.674506,-33.391795
fc6175fc-d5ec-4f05-948a-15b720486b05,JAM,Conchalí,1748556187000,Av. Los Zapadores,-70.68038,-33.386401
3aa844bd-3607-4e7d-88ad-49c8e996014c,JAM,Conchalí,1748556879000,Av. Presidente Eduardo Frei Montalva,-70.684916,-33.397545
32ae0889-22a0-43d2-84df-177b5bd7afeb,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.67584,-33.389988
289e955c-3155-4bee-a6db-bf568ab2a130,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.674236,-33.392276
4be7c2da-9619-4b9f-9c15-c2d1c16d1842,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.675776,-33.390051
eefb2120-950f-46fc-916b-12a4d762ef7a,ROAD_CLOSED,Conchalí,1717680104000,Av. Fermín Vivaceta,-70.680232,-33.384766
90f2e705-6938-4c5c-b331-cbfc95a1d4ae,ROAD_CLOSED,Conchalí,1717680415000,Av. Independencia,-70.674781,-33.391343
a55bbca3-e5b7-403a-946e-477ec8a5cea6,ROAD_CLOSED,Conchalí,1717680415000,Av. Independencia,-70.673548,-33.393395
f6614bea-a01f-401d-a536-e1e883761c6e,HAZARD,Conchalí,1748520370000,Av. Independencia,-70.67595,-33.389854
1e262827-edb9-4c9e-bb1a-322d68836134,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.672368,-33.395135
dfa8e6a8-a496-42df-a349-38441ed8f6dc,ROAD_CLOSED,,1717680103000,Av. Independencia,-70.680456,-33.384504
c216b0e7-a6a3-4ee8-a54e-190206159ddf,ROAD_CLOSED,Conchalí,1717680214000,Av. Independencia,-70.677101,-33.388947
bc7bed42-b63d-408f-88f3-524289bf8d35,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.673901,-33.392827
70479d97-c432-4349-878b-b0e372cffbbe,JAM,,1748556058000,Av. Presidente Eduardo Frei Montalva,-70.689777,-33.390068
35e67e7d-b6ca-464d-a28c-3d08b56ff96d,JAM,,1748556402000,Autopista Central,-70.685856,-33.396241
209e2dce-0e1c-4125-915b-e328b896e56a,ROAD_CLOSED,Conchalí,1741007149000,,-70.68079,-33.383938
befd4d87-a76d-475c-9acd-345fa1db5eb8,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.672108,-33.395503
21fdca51-a4fb-4ec9-8675-1f987cad28ba,HAZARD,Conchalí,1748556372000,Av. Presidente Eduardo Frei Montalva,-70.690715,-33.388022
0626b198-23fe-4415-af4b-a287825dae61,ROAD_CLOSED,,1717680103000,Av. Independencia,-70.680889,-33.384003
ef567cd0-2eb2-4bb0-a2c8-059eeaa4e584,ROAD_CLOSED,Conchalí,1717680415000,Av. Independencia,-70.673132,-33.394031
1019b65d-2d67-4de5-952d-8f7543e86ea4,JAM,Conchalí,1748555356000,Av. Roma,-70.679665,-33.401442
7f0d018e-87f2-487e-b57a-9355e7266128,ROAD_CLOSED,Conchalí,1741007126000,,-70.680889,-33.384003
14a14228-6f0b-4e3b-88b4-93573964247d,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.675448,-33.390448
182acc4d-a402-4c46-b962-58c066fca658,ROAD_CLOSED,Conchalí,1717680214000,Av. Independencia,-70.677877,-33.388526
3bd84d0d-ce0f-4536-b5ee-a410adbbd69d,HAZARD,Renca,1748518002000,Puerto Montt,-70.693222,-33.394063
b6f6a974-ba9b-46de-a4b8-4d7d6dbc5503,ROAD_CLOSED,Conchalí,1717680104000,Av. Fermín Vivaceta,-70.679925,-33.385238
ae507061-4a39-420b-9b8f-af98955411e2,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.672736,-33.394605
bebdc186-5e07-4ba7-b324-38811c7be582,POLICE,Conchalí,1748555482000,Av. Dorsal,-70.660504,-33.396377
8c111691-b22c-425b-bf0d-076288402732,ROAD_CLOSED,Conchalí,1734447547000,Negrete,-70.671402,-33.396267
5c1aec5b-c9e4-4034-91be-e198328cd598,POLICE,Conchalí,1748553923000,Av. Dorsal,-70.667183,-33.397418
d9244a2f-524a-4d69-ad51-527487a78c70,ROAD_CLOSED,Conchalí,1724449430000,Bartolomé Mandujano,-70.670914,-33.397073
0f41b6a4-c9b7-44e2-b46e-af76ecebab0e,POLICE,Conchalí,1748555863000,Av. Dorsal,-70.668174,-33.397365
4c1041fd-971f-47f8-9ac0-caa59bec3089,POLICE,Conchalí,1748556820000,Av. Independencia,-70.670083,-33.397376
1f4bd8a5-c69a-4633-b421-8aeceeb68269,CHIT_CHAT,Conchalí,1748556901000,Av. Dorsal,-70.669276,-33.397646
ab6daf4e-3217-4519-bf47-4597e1ff2630,ROAD_CLOSED,Conchalí,1717680104000,Av. Independencia,-70.670756,-33.396926
b9dcadb2-f919-485c-9e3d-8cb1c248ba7a,POLICE,Conchalí,1748556740000,Corredor transporte público Dorsal,-70.667183,-33.397333
2cf3bdf9-aa5a-4f01-bff7-4fc4aebf8db2,HAZARD,Conchalí,1748555203000,Av. Dorsal,-70.668781,-33.397778
7692c5de-95c6-46ee-bb72-41d52e705ee9,POLICE,Conchalí,1748556802000,Av. Independencia,-70.670118,-33.397349
6e4b6910-6732-4e46-a5be-7d8dfc0181e5,HAZARD,Independencia,1748546402000,Marcos Macuada,-70.668263,-33.400132
27d9564c-aa0f-45ae-b057-3d1179df8388,ROAD_CLOSED,Conchalí,1717680414000,Av. Independencia,-70.671402,-33.396267
5e2e44aa-c5b4-4319-b51f-246d7c8a953d,ROAD_CLOSED,Conchalí,1717680415000,Av. Independencia,-70.671848,-33.395803
4d2e9fee-1dbe-4ef4-a1f5-0326c1c60382,ROAD_CLOSED,Conchalí,1724449403000,Bartolomé Mandujano,-70.670914,-33.397073
b44ec26d-05e2-4ae1-a243-519c1d23c8a5,ROAD_CLOSED,Conchalí,1717680103000,Av. Independencia,-70.670678,-33.397088
36dee1d3-3198-4b25-92b4-ba7156111a08,JAM,,1748555155000,Autopista Vespucio Norte,-70.632471,-33.389032
01d91f8c-4b6a-42fd-b457-cec92844bdc8,CHIT_CHAT,Recoleta,1748555778000,Av. Los Zapadores,-70.642191,-33.390985
e701ea7e-ad09-4e19-9a13-e3aaeaf6152e,HAZARD,Recoleta,1747954660000,Francisco Cerda,-70.644517,-33.393324
f39a285d-32c5-4f72-93e6-cabd1dec9d45,JAM,,1748556004000,Autopista Vespucio Norte,-70.624545,-33.394143
8f6a260b-0a69-438d-82bb-070c887d3970,HAZARD,,1748017909000,Providencia - Vitacura - Kennedy por Túnel San Cristóbal,-70.62375,-33.394889
0e6f9dc8-e08a-4619-89b4-bffd9b772e76,JAM,Huechuraba,1748556389000,Av. El Salto,-70.62215,-33.386051
15dca662-d79b-4928-9e0d-834aee0f1266,JAM,,1748555672000,Autopista Vespucio Norte,-70.627144,-33.392752
737ffb0c-7ba0-41e8-9d2d-4ae966fc92e2,JAM,Huechuraba,1748556917000,Av. Américo Vespucio,-70.623491,-33.394537
342dd79c-d6f5-412e-b208-eab7a2105c24,JAM,Vitacura,1748555910000,Francisco de Aguirre,-70.594174,-33.394443
cfc5339c-4bb7-48d3-8a66-aed53beac28a,JAM,Vitacura,1748556593000,Vespucio Norte,-70.597079,-33.389646
41056823-1788-49e2-af28-7fd14f51bfc2,JAM,Vitacura,1748556722000,Av. San Josemaría Escrivá de Balaguer,-70.595271,-33.388993
277771b8-8ea3-4718-9766-19b9ffc94103,JAM,Vitacura,1748556795000,Av. San Josemaría Escrivá de Balaguer,-70.597791,-33.390053
fbdd9284-2bd4-4fa2-94a9-633270807f15,JAM,,1748556102000,Costanera Norte,-70.599568,-33.389682
411f769a-873e-4bba-9c95-6dccd379734d,JAM,Vitacura,1748556479000,Av. Américo Vespucio Norte,-70.589996,-33.394689
a361e2dc-efa2-4ec0-b146-ff2397034f32,JAM,Vitacura,1748556806000,Av. San Josemaría Escrivá de Balaguer,-70.598729,-33.390596
2defbed2-bd31-4477-aa5a-f1b03890d408,POLICE,Vitacura,1748554371000,General John O'Brien,-70.598361,-33.39895
b18501a5-2f5b-45be-aaef-144225f30fbd,JAM,Vitacura,1748556615000,Av. Américo Vespucio Norte,-70.596569,-33.390453
6dba8f0f-56da-492a-8e22-435095e4a74e,JAM,Las Condes,1748556424000,Av. Manquehue Norte,-70.571289,-33.39792
8907a5fa-a38e-4189-ae4f-7d8ff65efa5a,JAM,Vitacura,1748555764000,Av. Presidente Kennedy,-70.572695,-33.398277
45db40bd-d19c-493c-a6d1-65c3086b29b0,JAM,Las Condes,1748556283000,Av. Manquehue,-70.570098,-33.401331
a42a6a8d-502e-4861-86c4-a513994bf737,JAM,Las Condes,1748556149000,Av. Manquehue,-70.570568,-33.400005
5f0a7fe8-bde1-4e5a-957e-bcf3821dbd36,JAM,,1748556562000,Autopista Kennedy,-70.572664,-33.398418
fe7c4a62-9975-430a-9705-cfe4d663c22b,JAM,Vitacura,1748555802000,Av. Presidente Kennedy,-70.574132,-33.398843
383500c4-d797-4183-ac92-c579549f9b1c,JAM,Las Condes,1748556195000,Av. Manquehue Norte,-70.570881,-33.399079
a1a855b4-ea44-48c8-9924-b2f3c9c36cc8,JAM,Vitacura,1748556735000,Av. Manquehue Norte,-70.572,-33.395279
e555b99e-b304-45ad-acb9-b5331fc704c5,JAM,Vitacura,1748556564000,Av. Manquehue Norte,-70.571645,-33.396732
f4181ab1-d39a-4ecd-9f0a-f328a106dc7a,JAM,Vitacura,1748556889000,Las Hualtatas,-70.563297,-33.391685
22ec47ed-de1f-4956-ba24-599e52d0bd75,JAM,Vitacura,1748556311000,Las Tranqueras,-70.55291,-33.387307
b21d01c5-3f50-4c70-89ec-44c2d45d00cb,JAM,Las Condes,1748555092000,Los Militares,-70.560022,-33.401359
a77ab28f-bc66-4b29-8a7a-251943b6e450,JAM,Vitacura,1748555670000,Gerónimo de Alderete,-70.562123,-33.393566
cf2a4401-3b35-41c3-ae62-1a94121e07eb,JAM,Las Condes,1748555300000,Av. Padre Hurtado Norte,-70.54736,-33.391568
aac01ed5-1f1d-4262-97c1-981278ccf42f,JAM,Las Condes,1748554862000,Gerónimo de Alderete,-70.560982,-33.395977
3b66b6e1-6c77-46be-93c0-de196b51bd2d,HAZARD,Vitacura,1748556292000,Las Tranqueras,-70.552953,-33.386902
e1e8711a-e9ac-4e19-82af-961d89ffacc9,JAM,Las Condes,1748556768000,,-70.53176,-33.384359
a944bcb9-a4be-48ed-80fb-bc3ef2ea522d,JAM,Las Condes,1748556724000,Estoril,-70.532682,-33.384842
22f1bc71-ca85-46ee-b318-e48a4c4d1807,JAM,Las Condes,1748555386000,Fray Pedro Subercaseaux,-70.532029,-33.393056
f01ee310-a6c6-42f0-94a3-c95939a53521,JAM,Las Condes,1748555478000,Av. Las Condes,-70.536688,-33.385519
8fb26f18-0e77-4917-9607-cce4a3a6ab5f,JAM,,1748555505000,Autopista Kennedy,-70.540355,-33.386812
6c97b850-d243-4818-9eff-880053068253,JAM,Las Condes,1748556144000,Av. Las Condes,-70.539418,-33.388129
261347e2-ec40-440d-a632-e84ceb2688e5,JAM,Las Condes,1748555840000,Charles Hamilton,-70.526776,-33.389232
57d08297-f35b-40d2-8ca1-11047c39b257,JAM,Las Condes,1748555334000,Paul Harris,-70.534195,-33.38917
32686c0b-43f5-4ba8-8ef7-d96414119f55,JAM,Las Condes,1748556889000,Estoril,-70.532358,-33.385075
8899d5fd-1c00-4abe-aec8-4e86a1782221,JAM,Las Condes,1748556550000,Estoril,-70.53067,-33.386502
9ed79524-2808-44f6-9d66-c009cdb0b6b2,JAM,Las Condes,1748556675000,Av. Las Condes,-70.536679,-33.385663
c9f8cf3b-2fa8-4311-8758-d9c4bb08e091,JAM,Las Condes,1748555495000,Charles Hamilton,-70.53155,-33.392134
bb5f7b05-c55a-4290-992c-8579dfa6f9c9,POLICE,Las Condes,1748555187000,San Ramón,-70.513621,-33.401519
011504b1-c991-4db3-9da1-f7ea3b73f819,POLICE,Las Condes,1748556782000,San Ramón,-70.513626,-33.401693
1543f59e-dc84-4074-b08b-b652ecf2bd7c,JAM,Las Condes,1748555175000,Av. La Plaza,-70.50602,-33.396315
85824de2-9de1-4284-9def-9e08fe0fbbe0,HAZARD,Curacaví,1748358127000,Condominio Valle del Encanto,-71.177433,-33.378602
cfbb809e-6db0-4298-bebf-80a7a6472d3f,JAM,Pudahuel,1748556017000,Camino Lo Boza,-70.783842,-33.373084
b91f1000-0d91-48db-9b88-ce37acb031ba,HAZARD,,1748556386000,Ruta G-182 / Camino El Noviciado,-70.788748,-33.369948
4173b83f-f380-411b-ad5f-979d93387fdc,HAZARD,Quilicura,1748556344000,,-70.755383,-33.373157
26c76274-5807-412a-a215-c8deefa8ca12,JAM,Quilicura,1748556247000,Los Cuasimodistas,-70.750817,-33.368176
6dfeac06-6b26-4f2d-92b0-219b75c0ae3d,JAM,Quilicura,1748555336000,Av. Américo Vespucio,-70.736265,-33.371533
31780f48-5e29-4873-91c7-92008d85f4aa,JAM,Quilicura,1748556452000,Los Cuasimodistas,-70.750944,-33.368147
e784a23a-6f20-4e75-a074-390ccc66051a,JAM,,1748555487000,Autopista Vespucio Norte,-70.747331,-33.375796
ca6f8931-6710-42f6-b388-b9dbe149d2ba,HAZARD,Quilicura,1748555614000,Las Violetas,-70.748333,-33.367914
4069b8fa-28ee-478b-8252-48ba800034e2,JAM,Quilicura,1748556099000,Av. Américo Vespucio,-70.746677,-33.375431
ee29f450-0e59-4e53-acca-f312e23d1f6c,HAZARD,Quilicura,1748543807000,Cordillera,-70.753325,-33.376613
931f4f1a-0b97-4ce7-aa96-1c9c0e814c09,JAM,Quilicura,1748556465000,El Saladillo,-70.756324,-33.372521
